,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,features,column_mean,column_std
493,493,493,493,"respiration__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",3.383829954590888e-16,0.9999999999999967
494,494,494,494,"respiration__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",7.766960113694293e-16,0.9999999999999832
495,495,495,495,"respiration__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var""",-1.77926817350798e-16,0.9999999999999784
496,496,496,496,"respiration__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",-4.802038320676283e-16,1.0000000000000122
497,497,497,497,"respiration__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",-3.190955387251874e-16,1.0000000000000084
498,498,498,498,"respiration__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",1.0887596022553904e-15,1.0000000000000135
499,499,499,499,"respiration__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",-1.6361579655533148e-17,1.0000000000000024
500,500,500,500,"respiration__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",-4.592681930714352e-15,0.999999999999984
501,501,501,501,"respiration__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",9.983684427067223e-15,0.9999999999999976
502,502,502,502,"respiration__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",-2.069166274847396e-14,1.0000000000000284
503,503,503,503,"respiration__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",-2.426714271012254e-15,0.9999999999999895
504,504,504,504,"respiration__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",2.426246198125376e-14,1.0000000000000433
505,505,505,505,"respiration__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",-3.0040314241164018e-15,0.9999999999999982
506,506,506,506,"respiration__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",1.2391531617504114e-14,1.0000000000000318
507,507,507,507,"respiration__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",-1.5177200126711688e-15,0.9999999999999568
508,508,508,508,respiration__approximate_entropy__m_2__r_0.1,-3.575087427901947e-14,0.9999999999999969
509,509,509,509,respiration__approximate_entropy__m_2__r_0.3,-3.2685334098273305e-14,0.9999999999999999
510,510,510,510,respiration__approximate_entropy__m_2__r_0.5,-4.9444643345543164e-14,0.9999999999999912
511,511,511,511,respiration__approximate_entropy__m_2__r_0.7,-7.492054213249002e-14,0.9999999999999908
512,512,512,512,respiration__approximate_entropy__m_2__r_0.9,-3.951788980086984e-14,0.9999999999999785
513,513,513,513,respiration__ar_coefficient__coeff_0__k_10,-2.5460223256123638e-17,0.9999999999999963
514,514,514,514,respiration__ar_coefficient__coeff_10__k_10,1.0870870552480866e-17,0.9999999999999928
515,515,515,515,respiration__ar_coefficient__coeff_1__k_10,-5.935386439065684e-14,1.0000000000000056
516,516,516,516,respiration__ar_coefficient__coeff_2__k_10,-9.534894254650102e-16,0.9999999999999969
517,517,517,517,respiration__ar_coefficient__coeff_3__k_10,-2.2082366984798394e-15,1.0000000000000033
518,518,518,518,respiration__ar_coefficient__coeff_4__k_10,8.879895718495116e-17,1.0
519,519,519,519,respiration__ar_coefficient__coeff_5__k_10,2.2477452074323442e-17,1.000000000000008
520,520,520,520,respiration__ar_coefficient__coeff_6__k_10,-8.706199430226367e-17,1.000000000000018
521,521,521,521,respiration__ar_coefficient__coeff_7__k_10,-5.9387221749948364e-18,0.9999999999999862
522,522,522,522,respiration__ar_coefficient__coeff_8__k_10,3.848500128836902e-17,0.9999999999999885
523,523,523,523,respiration__ar_coefficient__coeff_9__k_10,-4.4377282120078544e-17,1.0000000000000027
524,524,524,524,"respiration__augmented_dickey_fuller__attr_""pvalue""__autolag_""aic""",-2.246021443876269e-15,1.0000000000000169
525,525,525,525,"respiration__augmented_dickey_fuller__attr_""teststat""__autolag_""aic""",-2.050288813963278e-16,0.9999999999995826
526,526,526,526,respiration__autocorrelation__lag_1,8.476996079619555e-14,1.0000000000000144
527,527,527,527,respiration__autocorrelation__lag_2,-1.5440789572630185e-14,0.9999999999999928
528,528,528,528,respiration__autocorrelation__lag_3,9.057564240041309e-15,1.0000000000000095
529,529,529,529,respiration__autocorrelation__lag_4,2.8020583106568538e-14,0.9999999999999788
530,530,530,530,respiration__autocorrelation__lag_5,-1.5766765622609035e-14,1.0000000000000058
531,531,531,531,respiration__autocorrelation__lag_6,-5.5099774853102e-15,1.0000000000000098
532,532,532,532,respiration__autocorrelation__lag_7,-5.466999424021896e-15,0.9999999999999908
533,533,533,533,respiration__autocorrelation__lag_8,2.444757671453469e-15,1.0000000000000107
534,534,534,534,respiration__autocorrelation__lag_9,-1.0830149391621547e-14,1.000000000000021
535,535,535,535,respiration__benford_correlation,-1.727889249307961e-13,0.9999999999999751
536,536,536,536,respiration__binned_entropy__max_bins_10,-1.5123222521195902e-13,1.0000000000000135
537,537,537,537,respiration__c3__lag_1,-4.2276816105517315e-15,0.9999999999999933
538,538,538,538,respiration__c3__lag_2,-5.68803403017445e-16,0.9999999999999958
539,539,539,539,respiration__c3__lag_3,-2.8889830372315413e-15,1.0000000000000038
540,540,540,540,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.2__ql_0.0",3.929599113281096e-15,0.9999999999998513
541,541,541,541,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.4__ql_0.0",1.6042119067168159e-15,0.9999999999999943
542,542,542,542,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.4__ql_0.2",-3.6912240926795066e-15,1.0000000000003464
543,543,543,543,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.6__ql_0.0",-2.495365101599486e-16,0.9999999999999476
544,544,544,544,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.6__ql_0.2",1.6525194398250026e-15,1.0000000000002596
545,545,545,545,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.6__ql_0.4",-9.223476561351424e-16,0.999999999999816
546,546,546,546,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.8__ql_0.0",4.03253391367157e-17,0.9999999999999722
547,547,547,547,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.8__ql_0.2",2.5730677721870556e-15,1.0000000000001559
548,548,548,548,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.8__ql_0.4",-9.26757337754046e-16,0.9999999999999432
549,549,549,549,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_0.8__ql_0.6",5.944698492856609e-16,1.0000000000002935
550,550,550,550,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.0",-6.789274135834036e-16,0.9999999999999916
551,551,551,551,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.2",1.1155933853769808e-16,1.0000000000000024
552,552,552,552,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.4",4.248301013705223e-16,0.9999999999998583
553,553,553,553,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.6",8.086907575424146e-16,1.0000000000000069
554,554,554,554,"respiration__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.8",1.5067866494984793e-16,0.9999999999999835
555,555,555,555,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.2__ql_0.0",4.8426035134446925e-15,0.9999999999998987
556,556,556,556,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.4__ql_0.0",3.725104788146343e-15,0.9999999999999236
557,557,557,557,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.4__ql_0.2",5.797561568176528e-15,0.9999999999996941
558,558,558,558,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.6__ql_0.0",9.311699701206154e-15,1.0000000000000446
559,559,559,559,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.6__ql_0.2",-1.7599439378121008e-15,1.000000000000227
560,560,560,560,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.6__ql_0.4",-4.716400878847586e-15,1.0000000000001938
561,561,561,561,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.8__ql_0.0",-5.219852387168205e-15,1.0000000000000393
562,562,562,562,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.8__ql_0.2",1.7342117320244748e-14,0.9999999999999599
563,563,563,563,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.8__ql_0.4",-8.019373392060744e-15,0.9999999999999117
564,564,564,564,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_0.8__ql_0.6",-1.5186978904476272e-14,1.000000000000144
565,565,565,565,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.0",-2.380363083606517e-15,0.9999999999999827
566,566,566,566,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.2",1.6424849586984034e-14,0.9999999999999757
567,567,567,567,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.4",6.492219839101892e-15,0.9999999999999442
568,568,568,568,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.6",-1.2538603625735545e-15,0.9999999999999374
569,569,569,569,"respiration__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.8",-3.352745724840504e-15,1.0000000000000067
570,570,570,570,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.2__ql_0.0",-2.124064513634921e-15,1.0000000000000835
571,571,571,571,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.4__ql_0.0",2.9757868674590053e-17,0.9999999999999145
572,572,572,572,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.4__ql_0.2",1.3725057108630709e-15,0.9999999999997933
573,573,573,573,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.6__ql_0.0",9.904039532212462e-15,1.0000000000000147
574,574,574,574,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.6__ql_0.2",-1.699782408259483e-15,0.9999999999998401
575,575,575,575,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.6__ql_0.4",-4.197215140901959e-15,0.9999999999995767
576,576,576,576,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.8__ql_0.0",-2.5453924990614753e-15,0.9999999999999977
577,577,577,577,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.8__ql_0.2",3.4605045003846033e-15,1.0000000000000078
578,578,578,578,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.8__ql_0.4",-1.7236657598667717e-15,0.9999999999999901
579,579,579,579,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_0.8__ql_0.6",2.2998548842918076e-15,1.0000000000000562
580,580,580,580,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_1.0__ql_0.0",2.9045612987656395e-15,1.0000000000000207
581,581,581,581,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_1.0__ql_0.2",-4.239671762924172e-15,0.9999999999999675
582,582,582,582,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_1.0__ql_0.4",7.355724949891046e-16,1.000000000000017
583,583,583,583,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_1.0__ql_0.6",-7.265448932731653e-16,0.9999999999999484
584,584,584,584,"respiration__change_quantiles__f_agg_""var""__isabs_false__qh_1.0__ql_0.8",-1.3463629296145127e-16,1.0000000000000313
585,585,585,585,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.2__ql_0.0",-3.435671851099677e-15,0.9999999999999304
586,586,586,586,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.4__ql_0.0",-3.084880224018825e-15,1.0000000000000773
587,587,587,587,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.4__ql_0.2",-1.1958125800345906e-14,0.9999999999997752
588,588,588,588,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.6__ql_0.0",-3.740935970908942e-15,0.9999999999999888
589,589,589,589,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.6__ql_0.2",-3.5475169906255804e-15,0.9999999999999312
590,590,590,590,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.6__ql_0.4",-1.7480567243796602e-14,0.9999999999996221
591,591,591,591,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.8__ql_0.0",1.0560127315791523e-15,1.0000000000000093
592,592,592,592,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.8__ql_0.2",-1.066998786674446e-16,0.999999999999865
593,593,593,593,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.8__ql_0.4",-4.722393425821521e-16,1.0000000000000562
594,594,594,594,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_0.8__ql_0.6",-1.4335356033002064e-14,1.0000000000000282
595,595,595,595,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_1.0__ql_0.0",9.791440687425628e-16,0.9999999999999978
596,596,596,596,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_1.0__ql_0.2",-7.391416350586255e-16,0.9999999999999987
597,597,597,597,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_1.0__ql_0.4",3.1830136606769625e-18,1.0000000000000253
598,598,598,598,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_1.0__ql_0.6",1.4420725378328552e-16,1.000000000000015
599,599,599,599,"respiration__change_quantiles__f_agg_""var""__isabs_true__qh_1.0__ql_0.8",2.506015614531636e-15,0.9999999999999645
600,600,600,600,respiration__cid_ce__normalize_false,-2.826035580346992e-14,0.999999999999977
601,601,601,601,respiration__cid_ce__normalize_true,-9.692002177228429e-15,1.000000000000017
602,602,602,602,respiration__count_above_mean,7.559984134027933e-17,0.9999999999999591
603,603,603,603,respiration__count_below__t_0,-3.7782926892796726e-14,1.0000000000007174
604,604,604,604,respiration__count_below_mean,2.4120241002184965e-14,0.999999999999966
605,605,605,605,"respiration__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",1.1127856962810138e-16,0.9999999999999958
606,606,606,606,"respiration__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",-6.065515591428182e-15,0.9999999999999996
607,607,607,607,"respiration__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",2.4120363036677716e-15,1.0000000000000393
608,608,608,608,"respiration__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",-2.3133449649331004e-15,0.999999999999995
609,609,609,609,"respiration__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",-1.4964330660885887e-14,1.0000000000000042
610,610,610,610,"respiration__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",-2.4561630699456167e-14,0.9999999999999991
611,611,611,611,"respiration__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",-1.3124677965608827e-16,0.9999999999999789
612,612,612,612,"respiration__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",3.380533337145076e-15,0.9999999999999969
613,613,613,613,"respiration__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",-5.082962987596196e-15,0.9999999999999875
614,614,614,614,"respiration__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",-2.241266018938005e-14,0.9999999999999983
615,615,615,615,"respiration__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",2.1349673702427012e-16,0.9999999999999831
616,616,616,616,"respiration__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",-1.4107307921183196e-14,1.0000000000000133
617,617,617,617,"respiration__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",1.3728425176323572e-14,1.0000000000000024
618,618,618,618,"respiration__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",1.7202071463741054e-14,0.9999999999999857
619,619,619,619,"respiration__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",3.7936367062372377e-16,0.9999999999999629
620,620,620,620,"respiration__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",-7.630041206645627e-16,0.9999999999999912
621,621,621,621,"respiration__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",-3.0235536549806587e-14,1.0000000000000002
622,622,622,622,"respiration__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",-5.031896505420452e-14,1.000000000000004
623,623,623,623,"respiration__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",-2.5253747981451826e-16,1.000000000000012
624,624,624,624,"respiration__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",-3.6062752288954016e-16,1.0000000000000033
625,625,625,625,"respiration__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",1.4797980153547394e-14,0.9999999999999998
626,626,626,626,"respiration__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",2.5270734144811947e-14,1.000000000000009
627,627,627,627,"respiration__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",1.4001199865017462e-16,1.000000000000001
628,628,628,628,"respiration__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",3.295421444552434e-15,1.000000000000009
629,629,629,629,"respiration__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",1.2769499630587328e-15,1.0000000000000153
630,630,630,630,"respiration__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",-9.349083144920031e-15,0.9999999999999993
631,631,631,631,"respiration__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",-2.99576595836901e-15,0.9999999999999832
632,632,632,632,"respiration__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",-1.4407614784913855e-14,0.9999999999999999
633,633,633,633,"respiration__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",1.0520772772636867e-15,1.0000000000000044
634,634,634,634,"respiration__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",1.5856648558025802e-14,1.0000000000000009
635,635,635,635,"respiration__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",1.204073341447132e-13,1.0000000000000147
636,636,636,636,"respiration__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",-5.847746114028493e-14,0.9999999999999842
637,637,637,637,"respiration__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",6.681669642239321e-15,0.9999999999999751
638,638,638,638,"respiration__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",2.7451576101962152e-14,1.0000000000000175
639,639,639,639,"respiration__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",-4.3442867275980113e-14,0.9999999999999558
640,640,640,640,"respiration__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",-9.23693003164489e-14,1.0000000000000004
641,641,641,641,"respiration__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",6.540219229846689e-15,1.0000000000000246
642,642,642,642,"respiration__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",2.1654668756696676e-14,1.0000000000000013
643,643,643,643,"respiration__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",4.260425635864149e-14,0.9999999999999819
644,644,644,644,"respiration__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",-2.7482444294829858e-14,1.0000000000000095
645,645,645,645,"respiration__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",-2.513142513215395e-15,0.999999999999998
646,646,646,646,"respiration__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",-6.169448511855833e-14,1.0000000000000138
647,647,647,647,"respiration__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",-6.499781973066362e-15,1.0
648,648,648,648,"respiration__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",1.4001147017653687e-13,0.9999999999999822
649,649,649,649,"respiration__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",-6.0656386797593855e-15,0.999999999999983
650,650,650,650,"respiration__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",6.630009638247362e-15,1.0000000000000082
651,651,651,651,"respiration__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",-1.0296136568190469e-15,1.000000000000028
652,652,652,652,"respiration__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",-3.679206414046698e-14,0.9999999999999993
653,653,653,653,"respiration__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",6.988014578765044e-15,0.9999999999999981
654,654,654,654,"respiration__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",4.9774826107855046e-14,1.0000000000000144
655,655,655,655,"respiration__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",-1.0658593238481292e-16,1.0000000000000147
656,656,656,656,"respiration__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",4.9902015978314066e-15,1.0000000000000138
657,657,657,657,"respiration__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",-2.5672980909689672e-14,1.0000000000000115
658,658,658,658,"respiration__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",6.38373180734895e-15,0.9999999999999819
659,659,659,659,"respiration__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",1.9788670205501342e-16,0.9999999999999797
660,660,660,660,"respiration__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",-7.180772170035876e-14,0.9999999999999925
661,661,661,661,"respiration__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",-2.0135657581154015e-15,1.0000000000000009
662,662,662,662,"respiration__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",1.0370450558005053e-13,1.0000000000000027
663,663,663,663,"respiration__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",1.2186234824027303e-16,1.0000000000000189
664,664,664,664,"respiration__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",8.926176087956872e-15,1.0000000000000149
665,665,665,665,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_0,-1.872297975926516e-14,1.0000000000000342
666,666,666,666,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_1,-6.770430724470304e-14,0.9999999999999868
667,667,667,667,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_2,-9.651771978627166e-14,0.9999999999999816
668,668,668,668,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_3,-4.477678068504093e-14,0.9999999999999866
669,669,669,669,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_4,-1.2482839532199018e-13,0.9999999999999958
670,670,670,670,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_5,-1.6494875065524935e-13,1.0000000000000098
671,671,671,671,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_6,-1.438353495566556e-13,0.9999999999999807
672,672,672,672,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_7,-2.3168545336226017e-13,0.9999999999999691
673,673,673,673,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_8,-1.200450080450066e-13,1.0000000000000215
674,674,674,674,respiration__energy_ratio_by_chunks__num_segments_10__segment_focus_9,-9.665820783338986e-14,0.9999999999999927
675,675,675,675,"respiration__fft_aggregated__aggtype_""centroid""",8.469053847202187e-15,0.9999999999999941
676,676,676,676,"respiration__fft_aggregated__aggtype_""kurtosis""",8.152654448772814e-15,0.9999999999999997
677,677,677,677,"respiration__fft_aggregated__aggtype_""skew""",4.664009089434499e-15,1.0000000000000118
678,678,678,678,"respiration__fft_aggregated__aggtype_""variance""",1.915736670002226e-15,0.9999999999999915
679,679,679,679,"respiration__fft_coefficient__attr_""abs""__coeff_0",1.4905491066287564e-17,0.9999999999999861
680,680,680,680,"respiration__fft_coefficient__attr_""abs""__coeff_1",-1.980737425726817e-15,1.0000000000000202
681,681,681,681,"respiration__fft_coefficient__attr_""abs""__coeff_10",-2.1784683757278047e-14,0.9999999999999899
682,682,682,682,"respiration__fft_coefficient__attr_""abs""__coeff_11",-1.1780861741997624e-14,1.0000000000000175
683,683,683,683,"respiration__fft_coefficient__attr_""abs""__coeff_12",-4.621091729241035e-15,0.999999999999994
684,684,684,684,"respiration__fft_coefficient__attr_""abs""__coeff_13",8.006442372718283e-15,1.0000000000000129
685,685,685,685,"respiration__fft_coefficient__attr_""abs""__coeff_14",5.8433480667861e-14,1.000000000000027
686,686,686,686,"respiration__fft_coefficient__attr_""abs""__coeff_15",-1.3887188046807053e-14,0.9999999999999841
687,687,687,687,"respiration__fft_coefficient__attr_""abs""__coeff_16",1.9044066420361718e-14,1.0000000000000298
688,688,688,688,"respiration__fft_coefficient__attr_""abs""__coeff_17",-9.133022656261318e-15,1.0000000000000018
689,689,689,689,"respiration__fft_coefficient__attr_""abs""__coeff_18",-2.0185656735745487e-14,0.9999999999999925
690,690,690,690,"respiration__fft_coefficient__attr_""abs""__coeff_19",-9.153453633099577e-15,0.9999999999999651
691,691,691,691,"respiration__fft_coefficient__attr_""abs""__coeff_2",-2.125440405117963e-15,1.0000000000000129
692,692,692,692,"respiration__fft_coefficient__attr_""abs""__coeff_20",1.20306197690002e-16,0.9999999999999984
693,693,693,693,"respiration__fft_coefficient__attr_""abs""__coeff_21",-2.1338498673514477e-14,0.9999999999999054
694,694,694,694,"respiration__fft_coefficient__attr_""abs""__coeff_22",-4.8250836599464735e-15,0.9999999999999705
695,695,695,695,"respiration__fft_coefficient__attr_""abs""__coeff_23",-1.4313628413332362e-14,0.9999999999999875
696,696,696,696,"respiration__fft_coefficient__attr_""abs""__coeff_24",1.0181279979903887e-14,0.9999999999999558
697,697,697,697,"respiration__fft_coefficient__attr_""abs""__coeff_25",-2.165460974174336e-16,0.9999999999999928
698,698,698,698,"respiration__fft_coefficient__attr_""abs""__coeff_26",-6.288667148263283e-16,1.0000000000000155
699,699,699,699,"respiration__fft_coefficient__attr_""abs""__coeff_27",7.305899467876476e-15,1.0000000000000138
700,700,700,700,"respiration__fft_coefficient__attr_""abs""__coeff_28",1.326229725369275e-13,1.0000000000000888
701,701,701,701,"respiration__fft_coefficient__attr_""abs""__coeff_29",-1.9194168424910582e-14,1.000000000000032
702,702,702,702,"respiration__fft_coefficient__attr_""abs""__coeff_3",-3.0980725952974035e-15,0.999999999999975
703,703,703,703,"respiration__fft_coefficient__attr_""abs""__coeff_30",1.1353981292534725e-14,1.0000000000000115
704,704,704,704,"respiration__fft_coefficient__attr_""abs""__coeff_31",-6.194190952569261e-15,0.999999999999989
705,705,705,705,"respiration__fft_coefficient__attr_""abs""__coeff_32",-4.813155051739635e-15,1.0000000000000249
706,706,706,706,"respiration__fft_coefficient__attr_""abs""__coeff_33",9.036013875999245e-15,1.0000000000000302
707,707,707,707,"respiration__fft_coefficient__attr_""abs""__coeff_34",7.343540891243423e-15,0.9999999999999662
708,708,708,708,"respiration__fft_coefficient__attr_""abs""__coeff_35",-3.560685755922832e-15,1.0000000000000087
709,709,709,709,"respiration__fft_coefficient__attr_""abs""__coeff_36",-6.482883673487182e-15,1.0000000000000075
710,710,710,710,"respiration__fft_coefficient__attr_""abs""__coeff_37",3.3101183809890542e-15,0.9999999999999866
711,711,711,711,"respiration__fft_coefficient__attr_""abs""__coeff_38",1.753814560453547e-14,1.0000000000000067
712,712,712,712,"respiration__fft_coefficient__attr_""abs""__coeff_39",3.584736878611693e-18,1.0000000000000104
713,713,713,713,"respiration__fft_coefficient__attr_""abs""__coeff_4",8.380045808468342e-15,0.9999999999999876
